WAV,AA_sF1,AE_sF1,AH_sF1,AO_sF1,AR_sF1,AW_sF1,AX_sF1,AY_sF1,B_sF1,CH_sF1,D_sF1,DH_sF1,EH_sF1,EL_sF1,ER_sF1,EY_sF1,F_sF1,G_sF1,H_sF1,HH_sF1,IH_sF1,IY_sF1,JH_sF1,K_sF1,L_sF1,M_sF1,N_sF1,NG_sF1,OW_sF1,OY_sF1,P_sF1,R_sF1,S_sF1,SH_sF1,T_sF1,TH_sF1,UH_sF1,UW_sF1,V_sF1,W_sF1,Y_sF1,Z_sF1,ZH_sF1,AA_sF2,AE_sF2,AH_sF2,AO_sF2,AR_sF2,AW_sF2,AX_sF2,AY_sF2,B_sF2,CH_sF2,D_sF2,DH_sF2,EH_sF2,EL_sF2,ER_sF2,EY_sF2,F_sF2,G_sF2,H_sF2,HH_sF2,IH_sF2,IY_sF2,JH_sF2,K_sF2,L_sF2,M_sF2,N_sF2,NG_sF2,OW_sF2,OY_sF2,P_sF2,R_sF2,S_sF2,SH_sF2,T_sF2,TH_sF2,UH_sF2,UW_sF2,V_sF2,W_sF2,Y_sF2,Z_sF2,ZH_sF2,AA_sF3,AE_sF3,AH_sF3,AO_sF3,AR_sF3,AW_sF3,AX_sF3,AY_sF3,B_sF3,CH_sF3,D_sF3,DH_sF3,EH_sF3,EL_sF3,ER_sF3,EY_sF3,F_sF3,G_sF3,H_sF3,HH_sF3,IH_sF3,IY_sF3,JH_sF3,K_sF3,L_sF3,M_sF3,N_sF3,NG_sF3,OW_sF3,OY_sF3,P_sF3,R_sF3,S_sF3,SH_sF3,T_sF3,TH_sF3,UH_sF3,UW_sF3,V_sF3,W_sF3,Y_sF3,Z_sF3,ZH_sF3,AA_sF4,AE_sF4,AH_sF4,AO_sF4,AR_sF4,AW_sF4,AX_sF4,AY_sF4,B_sF4,CH_sF4,D_sF4,DH_sF4,EH_sF4,EL_sF4,ER_sF4,EY_sF4,F_sF4,G_sF4,H_sF4,HH_sF4,IH_sF4,IY_sF4,JH_sF4,K_sF4,L_sF4,M_sF4,N_sF4,NG_sF4,OW_sF4,OY_sF4,P_sF4,R_sF4,S_sF4,SH_sF4,T_sF4,TH_sF4,UH_sF4,UW_sF4,V_sF4,W_sF4,Y_sF4,Z_sF4,ZH_sF4,AA_sB1,AE_sB1,AH_sB1,AO_sB1,AR_sB1,AW_sB1,AX_sB1,AY_sB1,B_sB1,CH_sB1,D_sB1,DH_sB1,EH_sB1,EL_sB1,ER_sB1,EY_sB1,F_sB1,G_sB1,H_sB1,HH_sB1,IH_sB1,IY_sB1,JH_sB1,K_sB1,L_sB1,M_sB1,N_sB1,NG_sB1,OW_sB1,OY_sB1,P_sB1,R_sB1,S_sB1,SH_sB1,T_sB1,TH_sB1,UH_sB1,UW_sB1,V_sB1,W_sB1,Y_sB1,Z_sB1,ZH_sB1,AA_sB2,AE_sB2,AH_sB2,AO_sB2,AR_sB2,AW_sB2,AX_sB2,AY_sB2,B_sB2,CH_sB2,D_sB2,DH_sB2,EH_sB2,EL_sB2,ER_sB2,EY_sB2,F_sB2,G_sB2,H_sB2,HH_sB2,IH_sB2,IY_sB2,JH_sB2,K_sB2,L_sB2,M_sB2,N_sB2,NG_sB2,OW_sB2,OY_sB2,P_sB2,R_sB2,S_sB2,SH_sB2,T_sB2,TH_sB2,UH_sB2,UW_sB2,V_sB2,W_sB2,Y_sB2,Z_sB2,ZH_sB2,AA_sB3,AE_sB3,AH_sB3,AO_sB3,AR_sB3,AW_sB3,AX_sB3,AY_sB3,B_sB3,CH_sB3,D_sB3,DH_sB3,EH_sB3,EL_sB3,ER_sB3,EY_sB3,F_sB3,G_sB3,H_sB3,HH_sB3,IH_sB3,IY_sB3,JH_sB3,K_sB3,L_sB3,M_sB3,N_sB3,NG_sB3,OW_sB3,OY_sB3,P_sB3,R_sB3,S_sB3,SH_sB3,T_sB3,TH_sB3,UH_sB3,UW_sB3,V_sB3,W_sB3,Y_sB3,Z_sB3,ZH_sB3,AA_sB4,AE_sB4,AH_sB4,AO_sB4,AR_sB4,AW_sB4,AX_sB4,AY_sB4,B_sB4,CH_sB4,D_sB4,DH_sB4,EH_sB4,EL_sB4,ER_sB4,EY_sB4,F_sB4,G_sB4,H_sB4,HH_sB4,IH_sB4,IY_sB4,JH_sB4,K_sB4,L_sB4,M_sB4,N_sB4,NG_sB4,OW_sB4,OY_sB4,P_sB4,R_sB4,S_sB4,SH_sB4,T_sB4,TH_sB4,UH_sB4,UW_sB4,V_sB4,W_sB4,Y_sB4,Z_sB4,ZH_sB4
lasculturistas_somewhereelse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.728072651374589,14.523459054209921,,,,,,,,21.996171360759487,10.639710688082486,,18.773358634354516,,,,,,8.097229880429262,,,,15.563836008469364,8.778315840061516,22.175351576442605,40.29680704111797,,,,6.940232607709749,5.967184229755977,,24.978366205305647,,,,16.796405517108806,16.390778931180318,,31.923693194925026,22.419536599880978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lasculturistas_thisyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.054064972927947,12.913880968778694,,,,,7.907804782608702,,,30.920317656543933,24.198320703933735,,,,,,,,,8.932941466124596,48.41209125000002,26.036330274121486,11.448021100509562,28.605955625000007,5.205467195256168,,51.44300130208333,,,,16.889177514792898,8.96964894090424,,10.673607148300569,,,30.935948669712438,,,39.11845784023669,17.575188147189344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinalatina_abouther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.712932602658196,,,9.027354112808462,,,21.055963712076146,,,,,,10.467501685025905,,,,,14.276018236459265,56.23348245092207,30.539186099679934,,,,,9.858633343716624,22.570645453447653,,,,,,,110.39470703125001,17.624327895463036,,23.441837829599145,,156.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinalatina_college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.647871030068833,37.29763235689329,7.35159123891427,,,,,9.957196992864427,,,65.83829585798819,,27.24465840220385,,26.92508922332706,24.680872123151953,,,,,35.29271802498512,7.121244723721057,22.501115056536403,16.613155572983036,14.84222574885935,,,,,,,23.30831147540984,,,54.01482414151926,,,,,9.134947554697556,,23.127312908982752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinalatina_shifted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09541388099206,,,,,,,,,22.005502596304787,112.56816358024693,,,21.721398719707356,,6.432739784970781,,,,8.344825598089336,19.995478997336246,,,13.118761622992391,16.360903788930766,41.34274039236763,9.800026809887129,,,,,,8.813491699218742,16.268987008000003,20.94441554749535,,,,,35.26368815711168,12.168415408935221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinousa_adapt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81710631085467,9.907423768001058,,,,,,,,19.350637505658657,49.57411342351718,,,,,,,,16.77880531320458,35.67584851980008,,,,,,82.93861284722222,35.48787422735823,,,13.143052623456791,,,,10.088846912845396,,,34.49975781250001,30.72706722189173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinousa_forgranted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.518878483194488,,,,,,21.21667240390132,,,20.256578714808732,,,,31.2555517977928,38.935292480468746,13.352819951163454,25.669132491265792,,,9.164952660760008,,,29.157204806182836,,,20.777830933333334,,15.69815778777761,,,39.31715823914337,,,12.481137971476816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinousa_joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.40803844675125,,8.213239570651735,,,20.394531309073727,,,,21.999402579951628,,9.56517900205862,,,14.01483015326869,13.149964369775184,,20.327493539427604,,9.929709763817872,,14.640124428916955,,,9.51387138515832,,,,,,,,20.71476240548205,,,16.63567968749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likeavirgin_findlove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.797671465199508,,,,,9.67780597633136,,,54.83046485260771,,46.90835430839002,,,,21.216810751834952,,69.61108555555555,,,26.134103668639057,,,12.891666103017695,86.57705,16.71454172201426,,48.00003747769185,,243.96816049382713,,13.040498378655133,,,,,,11.939575363321799,63.735995837669094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likeavirgin_girls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.184892680023804,,,,,,,,,23.027980128579777,,,3.1704582815045463,,,22.44712389142704,,,13.019934751157406,,,16.03761880165289,7.477488258260009,,,18.06396735195683,,,,,,,,,,,,3.7936649078477984,,13.270650525298876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likeavirgin_journey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.426580129475486,,,,,,,,38.35726220684353,,,48.211247471743,33.17033448673588,,10.895976108220603,,,,,,18.399722255766218,9.574847800503207,30.594072711111107,40.67558001189767,,23.209914648212234,20.268225043402776,,12.211586578478,,,23.975886530450314,6.692420257851242,17.15749582014447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manenough_likeandfollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3318253333065195,10.494835489671505,9.7203372899927,,,,,15.290500735222032,,,24.151637939453128,,23.44189958376692,,8.32000615197404,,21.520547437673127,,,,22.57028675087342,9.175283860809946,,12.938552091836732,6.089635623958435,,14.794288163265302,,9.827824813794516,,8.655214496705293,,4.454458537498831,,115.32959555555554,,,58.52421123829344,67.87287962962962,18.97938904278239,15.219399444444443,16.86165909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manenough_mywork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.494338328066647,,,,,6.074819278401696,,,21.514453894223443,21.633213155864198,,,12.15870876716463,,,,,,17.47573923490965,,,12.696553582405572,,21.75508250470304,14.996722029988467,22.595993530046076,,,,20.42015711168419,,,9.535459285138407,16.078120282444612,,14.550307560958952,37.26523438429506,4.331342811120391,,22.17242508763908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattwalsh_case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.90508458285275,13.083764332473711,,,,,,,,18.631017184265016,27.457295271049578,,,12.039377965878687,,,,,,,,17.94697101799299,,,29.79773587150506,,,,,10.506293990785219,9.31229947676208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officeladies_break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91401859504133,,,,,10.570331252220699,15.29663819900657,,47.67918857822723,,,,,10.104062529881833,,,,,58.93020238095239,18.747156835848198,,7.828871199495514,,,,85.3582455775234,,,,15.446663666715056,,31.417054591049375,38.82346707874227,47.4153412,73.31307777777776,,,38.02329476584022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officeladies_gladtohear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.938234418604647,28.323788194444447,,,,,26.67704017857144,38.10337411095306,,37.06088042831649,23.151877802023403,,,,19.408425367094466,,18.29124133297501,,65.34872944849114,55.611726530612245,44.95759904818559,,,14.663928387224754,14.2063055936595,,,,,,23.757662566951,18.103471569773625,,16.951578125,,,37.24706479174083,,,31.250988712711628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officeladies_team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.074206476747015,,,,,,,,,26.105738942307685,21.191449652777777,,16.75189412802666,17.60913325592514,,,,,,8.281834231542668,,,10.897330249168082,7.306273738759332,47.19001725163595,,11.995041714725106,,,28.35475122091352,9.623084379099533,,12.361761065197424,,,,,,,13.834884829583425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pants_newperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.533061733404073,,,,,12.18514813732651,,,,,,,17.76428146433471,,23.668053757088845,,,,,39.287922399999985,,45.27499445266274,24.232918509615388,,8.800391799863446,,,,11.919480724529626,,16.4288986808173,,,,,20.878723423954206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pants_perfectmedicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.420022709929487,,,,,,,,82.37064749999999,,19.925876678719007,,20.47228882792258,,27.790606150793636,,,,13.012129483085756,,,43.94932851239668,,32.04673186409549,12.08375035454056,,,,17.717895977050755,,18.452558302035115,,82.38308587257619,,,,,20.91010528120714,,16.881254484854427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queerified_beenaround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3210109090909,,,9.36095166239123,,,22.590536876731303,,28.475070411179797,,6.645934397535531,,3.2983925523707813,,26.192840332031253,,,,7.6223390491182705,,,,14.124897639357266,,11.232665412523511,,,,,9.034449438898873,27.22584278419779,,24.99101368776036,,16.934331851851848,,20.991771804912783,8.34323816326531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queery_environmentraised_edited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.133029158828275,12.786693633017462,,,,,7.433741097459391,,,20.96292325855962,30.97890529753266,,,17.776044523715147,16.569730541352165,,,,,8.573088115720672,29.020954969252138,,23.270051821368693,,32.84948602022606,6.9180155528325,,,,,11.625546303059819,,,17.434559949127067,,,,13.01911767485822,15.997260682612207,,9.727635923734395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queery_learnmore_edited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6192012117347,51.41797558593749,6.978753553573177,,,,10.904380670013849,14.546318079366166,,31.10973824240795,,,,18.603614235634815,,,,,,,,,41.922502082093985,12.631331957215238,10.959333051563819,14.616279988465974,,,,,5.9922226993592025,13.461890900860121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queery_neededyears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.83691327854671,,,,,,8.366485059854838,,,19.333064791666665,23.890069450229067,,,,,,,,,16.75954348225778,6.766333078425113,,81.24918530612243,,,38.81280710059172,32.18904084743179,,,,9.956893095311374,,,218.94188888888888,17.57938771945149,,,,30.09953650137741,19.438989940143856,16.05279522633744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
songexploder_formyself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76002201944059,8.008193735256352,,,,,6.698200625464805,,,38.274856632956585,,17.112139308032305,,17.163691749529697,,6.82675965118978,,,13.854203762386193,16.492899911773357,,,,4.544532882849432,4.494334016619276,7.678797548059811,,,,,4.721207464740281,9.386470132169352,,11.970403351698803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
songexploder_youthink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.014623527193887,,,,,26.355095558153128,,,22.00633027412148,,,,,,,,,51.83238429506246,17.91171626297578,62.85328407908428,,30.66533445744891,50.31460170118343,,,53.00559607376562,,,,36.91090541344438,,,26.263316655124655,31.11466851338875,,47.91057617728533,40.58305817174516,34.57553902185224,29.25931588613407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
